year,h,h_c
2021,Anthroposophy,1
2021,"Receptors, KIR2DL1",1
2021,"Receptors, Fibroblast Growth Factor",1
2021,"Psychoses, Substance-Induced",1
2021,Glycemic Load,1
2021,Atropa belladonna,1
2021,Alveolar Bone Grafting,1
2021,"Hospitals, Municipal",1
2021,Polybrominated Biphenyls,1
2021,Keratin-5,1
2021,Burkholderiaceae,1
2021,Dimethoate,1
2021,"Nursing Service, Hospital",1
2021,Lactobacillus gasseri,1
2021,Brachiocephalic Trunk,1
2021,Nervous System Neoplasms,1
2021,Phanerochaete,1
2021,Random Amplified Polymorphic DNA Technique,1
2021,Douglas' Pouch,1
2021,Sterigmatocystin,1
2021,Nicotinamide Mononucleotide,1
2021,Myeloid Progenitor Cells,1
2021,Lysophospholipase,1
2021,Interleukin-12 Subunit p35,1
2021,"Diet, Carbohydrate Loading",1
2021,Bacterial Chromatophores,1
2021,Integumentary System,1
2021,Integrin alpha3,1
2021,Sex Preselection,1
2021,Mimiviridae,1
2021,"Angiomatosis, Bacillary",1
2021,Flame Ionization,1
2021,Tertiary Prevention,1
2021,Alveolar Ridge Augmentation,1
2021,Aspergillus ochraceus,1
2021,"Tuberculosis, Cutaneous",1
2021,"Malocclusion, Angle Class III",1
2021,Maximum Allowable Concentration,1
2021,Insulin-Like Growth Factor Binding Protein 3,1
2021,Oncogene Protein v-akt,1
2021,Geothermal Energy,1
2021,Hafnia alvei,1
2021,"Antigens, Archaeal",1
2021,Cystadenoma,1
2021,Thelazioidea,1
2021,Toxin-Antitoxin Systems,1
2021,Pulp Capping and Pulpectomy Agents,1
2021,Chromosome Breakage,1
2021,Submucous Plexus,1
2021,Muscle Hypertonia,1
2021,Aliivibrio fischeri,1
2021,"Goiter, Endemic",1
2021,Octamer Transcription Factors,1
2021,Astronomy,1
2021,"Transcription Initiation, Genetic",1
2021,Proteogenomics,1
2021,Linseed Oil,1
2021,Plasmodium gallinaceum,1
2021,African Horse Sickness,1
2021,Nucleic Acid Heteroduplexes,1
2021,Thrombin Time,1
2021,Combat Disorders,1
2021,Spinal Cord Dorsal Horn,1
2021,Synechocystis,1
2021,"Cranial Fossa, Middle",1
2021,In Vitro Oocyte Maturation Techniques,1
2021,Presumed Consent,1
2021,Picobirnavirus,1
2021,Intermediate-Conductance Calcium-Activated Potassium Channels,1
2021,Receptor-Interacting Protein Serine-Threonine Kinase 2,1
2021,Hepatovirus,1
2021,Etomidate,1
2021,Mycobacterium marinum,1
2021,Microsporidia,1
2021,Organ Preservation Solutions,1
2021,Properdin,1
2021,Phosphogluconate Dehydrogenase,1
2021,Methoprene,1
2021,Inhibitor of Differentiation Protein 1,1
2021,Tea Tree Oil,1
2021,Jervell-Lange Nielsen Syndrome,1
2021,Vasa Vasorum,1
2021,IMP Dehydrogenase,1
2021,Brucella suis,1
2021,Lysine Carboxypeptidase,1
2021,Neurocysticercosis,1
2021,Plumbaginaceae,1
2021,Drug Recalls,1
2021,"Sterilization, Reproductive",1
2021,Germ Layers,1
2021,Pia Mater,1
2021,Occupational Health Physicians,1
2021,Insemination,1
2021,Glucosidases,1
2021,Splenic Neoplasms,1
2021,"Wasting Disease, Chronic",1
2021,cdc25 Phosphatases,1
2021,Endotoxin Tolerance,1
2021,"Receptor, Muscarinic M1",1
2021,Cluster Headache,1
2021,Late Onset Disorders,1
2021,Dental Care for Aged,1
2021,"Vaccines, Marker",1
2021,Transferrins,1
2021,Bethanidine,1
2021,BTB-POZ Domain,1
2021,Reading Frames,1
2021,Heterogeneous-Nuclear Ribonucleoprotein K,1
2021,"Speech, Alaryngeal",1
2021,"Receptor, Notch4",1
2021,Glycerophosphates,1
2021,Aerobiosis,1
2021,Methyldopa,1
2021,Tolnaftate,1
2021,Dental Amalgam,1
2021,Infectious hematopoietic necrosis virus,1
2021,Microdialysis,1
2021,Sialic Acid Binding Ig-like Lectin 2,1
2021,Nephrogenic Fibrosing Dermopathy,1
2021,Meliaceae,1
2021,"Receptors, Glutamate",1
2021,Endostatins,1
2021,Transaldolase,1
2021,"Receptors, Dopamine D3",1
2021,Bacillus megaterium,1
2021,Papio anubis,1
2021,N-substituted Glycines,1
2021,Zygomatic Fractures,1
2021,Furazolidone,1
2021,Prostaglandins I,1
2021,Non-Neuronal Cholinergic System,1
2021,Protein Phosphatase 2C,1
2021,Hypotrichosis,1
2021,Gastric Antral Vascular Ectasia,1
2021,Prolapse,1
2021,Fluoroacetates,1
2021,HLA-DRB3 Chains,1
2021,Bardet-Biedl Syndrome,1
2021,Crotoxin,1
2021,Nitrazepam,1
2021,Pallor,1
2021,Homeobox Protein Nkx-2.2,1
2021,Endopeptidase Clp,1
2021,"Pancreatitis, Acute Hemorrhagic",1
2021,Zonula Occludens Proteins,1
2021,"Materials Management, Hospital",1
2021,Sulfatases,1
2021,"Neuroectodermal Tumor, Melanotic",1
2021,T Cell Transcription Factor 1,1
2021,For-Profit Insurance Plans,1
2021,Postpericardiotomy Syndrome,1
2021,Deoxycholic Acid,1
2021,Cracked Tooth Syndrome,1
2021,Tool Use Behavior,1
2021,"Genes, T-Cell Receptor alpha",1
2021,Trametes,1
2021,Crassulaceae,1
2021,"Transcription Factors, TFII",1
2021,Putaminal Hemorrhage,1
2021,Yarrowia,1
2021,Axillary Vein,1
2021,"Medicine, Korean Traditional",1
2021,Acetyl-CoA C-Acyltransferase,1
2021,"Cardiomegaly, Exercise-Induced",1
2021,GABA-B Receptor Agonists,1
2021,Hemangioendothelioma,1
2021,Basal Forebrain,1
2021,Salix,1
2021,Phospholipase A2 Inhibitors,1
2021,Cryptochromes,1
2021,Natural Cytotoxicity Triggering Receptor 1,1
2021,Serotonin 5-HT1 Receptor Agonists,1
2021,"Communication Methods, Total",1
2021,Safflower Oil,1
2021,Genetic Profile,1
2021,Brucea,1
2021,Cimetidine,1
2021,Cardiac Catheters,1
2021,Enterobacter aerogenes,1
2021,"Infectious Anemia Virus, Equine",1
2021,"Influenza A Virus, H7N7 Subtype",1
2021,Delta Catenin,1
2021,"Blotting, Southern",1
2021,Cell Migration Inhibition,1
2021,Sphingomonadaceae,1
2021,"Aphakia, Postcataract",1
2021,"Oligosaccharides, Branched-Chain",1
2021,"Carcinoma, Ehrlich Tumor",1
2021,Galactosamine,1
2021,Neuropilin-2,1
2021,"Receptors, Artificial",1
2021,Cichorium intybus,1
2021,Neoptera,1
2021,Undaria,1
2021,Vildagliptin,1
2021,Stomatognathic System Abnormalities,1
2021,Aquaglyceroporins,1
2021,Phenformin,1
2021,Leptospermum,1
2021,Iohexol,1
2021,Diaphyses,1
2021,Cervix Mucus,1
2021,Columbiformes,1
2021,Peste-des-petits-ruminants virus,1
2021,Pharmaceutic Aids,1
2021,Derris,1
2021,Abnormal Karyotype,1
2021,Protein Kinase D2,1
2021,"Hospitals, Chronic Disease",1
2021,Trifluoroethanol,1
2021,Caspase 12,1
2021,"Receptors, Histamine H1",1
2021,Peroxins,1
2021,Propanols,1
2021,Toe Joint,1
2021,Thyronines,1
2021,Amidines,1
2021,Kidney Cortex Necrosis,1
2021,Physalis,1
2021,Hexuronic Acids,1
2021,"Receptors, Purinergic P2X1",1
2021,COP9 Signalosome Complex,1
2021,Phantom Limb,1
2021,Thiamine Deficiency,1
2021,BALB 3T3 Cells,1
2021,Acari,1
2021,Cathepsin K,1
2021,Pneumocystis Infections,1
2021,Ochronosis,1
2021,Ubiquitin-Specific Peptidase 7,1
2021,Rhenium,1
2021,Microfilariae,1
2021,Mitochondrial Permeability Transition Pore,1
2021,"Mating Preference, Animal",1
2021,Autoimmune Hypophysitis,1
2021,WAP Four-Disulfide Core Domain Protein 2,1
2021,Black Widow Spider,1
2021,Tartrate-Resistant Acid Phosphatase,1
2021,Parvalbumins,1
2021,Sinus of Valsalva,1
2021,Stearic Acids,1
2021,Prevotella intermedia,1
2021,Cucurbitaceae,1
2021,"Myoblasts, Cardiac",1
2021,Radioimmunoassay,1
2021,Naphthols,1
2021,Ileitis,1
2021,Solitary Kidney,1
2021,Immune Complex Diseases,1
2021,Barbados,1
2021,"Ganglia, Autonomic",1
2021,Scleromyxedema,1
2021,Contactin 1,1
2021,"Rubella Syndrome, Congenital",1
2021,"Intracranial Hemorrhage, Hypertensive",1
2021,Sleep Duration,1
2021,Oxaloacetates,1
2021,Proto-Oncogene Proteins c-fyn,1
2021,Pamidronate,1
2021,CD18 Antigens,1
2021,Triplets,1
2021,Sulfhemoglobin,1
2021,Retinoblastoma-Binding Protein 2,1
2021,Molecular Sequence Data,1
2021,Lincosamides,1
2021,Dryopteris,1
2021,Acetolactate Synthase,1
2021,Person-Centered Psychotherapy,1
2021,Galactosylceramides,1
2021,Tumor Necrosis Factor Receptor-Associated Peptides and Proteins,1
2021,Isoflurophate,1
2021,Paraoxon,1
2021,Factor VII,1
2021,Lincomycin,1
2021,"Shock, Traumatic",1
2021,Bimatoprost,1
2021,E2F3 Transcription Factor,1
2021,Probability Theory,1
2021,Endorphins,1
2021,Mandibulofacial Dysostosis,1
2021,Benzoxazoles,1
2021,"Phosphatidylinositol 4,5-Diphosphate",1
2021,Wasp Venoms,1
2021,Salivary Ducts,1
2021,Monosomy,1
2021,Financial Statements,1
2021,Whole-Body Counting,1
2021,Peptide Initiation Factors,1
2021,Hyper-IgM Immunodeficiency Syndrome,1
2021,"Ecthyma, Contagious",1
2021,Cellular Automata,1
2021,"Genes, erbB-1",1
2021,Seasonal Affective Disorder,1
2021,Enophthalmos,1
2021,Pyrogallol,1
2021,Gliosarcoma,1
2021,Popliteal Artery Entrapment Syndrome,1
2021,Ribosome Inactivating Proteins,1
2021,Sugar Phosphates,1
2021,Rate Setting and Review,1
2021,alpha-Crystallin B Chain,1
2021,"Chromosomes, Artificial, Yeast",1
2021,Socialism,1
2021,Photobioreactors,1
2021,LDL-Receptor Related Proteins,1
2021,Brevibacterium,1
2021,Choroideremia,1
2021,Play Therapy,1
2021,Viscosupplements,1
2021,Trichosanthes,1
2021,"Hospitals, Satellite",1
2021,Carpal Joints,1
2021,Preventive Dentistry,1
2021,Thiouridine,1
2021,"Colonic Diseases, Functional",1
2021,Protein Kinase C-theta,1
2021,Dientamoeba,1
2021,Entropion,1
2021,Otitis,1
2021,Perilipin-3,1
2021,Acquired Hyperostosis Syndrome,1
2021,Martinique,1
2021,Photophobia,1
2021,Technetium Tc 99m Pyrophosphate,1
2021,"Epilepsy, Reflex",1
2021,Lepidoptera,1
2021,Mimosa,1
2021,"RNA, Transfer, Gly",1
2021,Bacillus thuringiensis,1
2021,Plastoquinone,1
2021,Alcohol Withdrawal Delirium,1
2021,Leukotriene D4,1
2021,Cyclin-Dependent Kinase-Activating Kinase,1
2021,Proto-Oncogene Proteins c-rel,1
2021,Bioluminescence Resonance Energy Transfer Techniques,1
2021,Cyclosporins,1
2021,Serositis,1
2021,Colocasia,1
2021,Bibliography of Medicine,1
2021,"Phosphorus, Dietary",1
2021,Fatty Acid Desaturases,1
2021,Peripheral Blood Stem Cells,1
2021,Cupriavidus necator,1
2021,Protein Carbamylation,1
2021,Jaw Diseases,1
2021,Bifidobacterium adolescentis,1
2021,Intermittent Renal Replacement Therapy,1
2021,Sister Mary Joseph's Nodule,1
2021,Tungsten Compounds,1
2021,"Receptors, Thyrotropin",1
2021,Dissociative Identity Disorder,1
2021,Teach-Back Communication,1
2021,Plant Weeds,1
2021,Pedophilia,1
2021,Brimonidine Tartrate,1
2021,Aldose-Ketose Isomerases,1
2021,DNA Adducts,1
2021,Helicobacter,1
2021,Lymphocyte Specific Protein Tyrosine Kinase p56(lck),1
2021,B7 Antigens,1
2021,"Liver Diseases, Parasitic",1
2021,"Diet, Diabetic",1
2021,Twin Studies as Topic,1
2021,Polydipsia,1
2021,Nimodipine,1
2021,"Receptors, Interleukin-11",1
2021,Pruritus Ani,1
2021,"Nanotubes, Peptide",1
2021,Dimensional Measurement Accuracy,1
2021,"Central Supply, Hospital",1
2021,Standing Orders,1
2021,Bufotenin,1
2021,Peptidyl Transferases,1
2021,Drive,1
2021,Cycloheximide,1
2021,Plasminogen Activators,1
2021,Plant Nectar,1
2021,Pyuria,1
2021,"Pregnancy, Quadruplet",1
2021,Pre-Analytical Phase,1
2021,Plant Somatic Embryogenesis Techniques,1
2021,Deuterium Oxide,1
2021,Single-Payer System,1
2021,Escape Reaction,1
2021,Talus,1
2021,Nitric Acid,1
2021,Vanadium Compounds,1
2021,Antifreeze Proteins,1
2021,Pseudomonas mendocina,1
2021,Vibrio cholerae O1,1
2021,Tumor Protein p73,1
2021,Endothelin-Converting Enzymes,1
2021,Clostridium thermocellum,1
2021,Solanum melongena,1
2021,Endometrial Hyperplasia,1
2021,Canaliculitis,1
2021,Eleutherococcus,1
2021,Balloon Valvuloplasty,1
2021,Agrimonia,1
2021,Iliac Aneurysm,1
2021,Adaptor Protein Complex 3,1
2021,Correction of Hearing Impairment,1
2021,Saint Kitts and Nevis,1
2021,Nitroso Compounds,1
2021,"Crossing Over, Genetic",1
2021,"Influenza A Virus, H7N3 Subtype",1
2021,Fish Products,1
2021,"Enkephalin, Methionine",1
2021,Immunoglobulin Joining Region,1
2021,"Cardiography, Impedance",1
2021,Prehypertension,1
2021,Ludwig's Angina,1
2021,Carbon-Nitrogen Ligases with Glutamine as Amide-N-Donor,1
2021,Prolyl-Hydroxylase Inhibitors,1
2021,Inteins,1
2021,Neuroglobin,1
2021,Anacardiaceae,1
2021,APOBEC-3G Deaminase,1
2021,Brain Stem Neoplasms,1
2021,Preoptic Area,1
2021,"Paraneoplastic Syndromes, Nervous System",1
2021,Calcium Sulfate,1
2021,Atrasentan,1
2021,Firesetting Behavior,1
2021,Ophiophagus hannah,1
2021,Multipotent Stem Cells,1
2021,Dopamine and cAMP-Regulated Phosphoprotein 32,1
2021,Orofaciodigital Syndromes,1
2021,Melia,1
2021,Cuniculidae,1
2021,Bepridil,1
2021,Presynaptic Terminals,1
2021,Bronchoconstriction,1
2021,Croton,1
2021,"Anatomy, Cross-Sectional",1
2021,Desulfovibrio,1
2021,Corsiaceae,1
2021,Eosinophil Major Basic Protein,1
2021,Radiotherapy Setup Errors,1
2021,Heavy Ions,1
2021,Dystocia,1
2021,Adiantum,1
2021,Cockayne Syndrome,1
2021,Hereditary Angioedema Types I and II,1
2021,Prunella,1
2021,Zona Fasciculata,1
2021,Grifola,1
2021,Tooth Preparation,1
2021,WW Domain-Containing Oxidoreductase,1
2021,Veratrum Alkaloids,1
2021,Stress Fibers,1
2021,"Insurance, Dental",1
2021,Acetogenins,1
2021,"2S Albumins, Plant",1
2021,Cymbopogon,1
2021,Banisteriopsis,1
2021,Corticomedial Nuclear Complex,1
2021,Unio,1
2021,Pelvic Girdle Pain,1
2021,Liberibacter,1
2021,Duffy Blood-Group System,1
2021,Enzyme Therapy,1
2021,Vesicular stomatitis New Jersey virus,1
2021,Ethylenediamines,1
2021,Bufanolides,1
2021,Mucocele,1
2021,Eurotiales,1
2021,Paragonimus,1
2021,"Serine Peptidase Inhibitors, Kazal Type",1
2021,Synesthesia,1
2021,"Chemistry, Organic",1
2021,Levilactobacillus brevis,1
2021,Microneme,1
2021,Calcium Hydroxide,1
2021,Metal-on-Metal Joint Prostheses,1
2021,Cytapheresis,1
2021,Methanobrevibacter,1
2021,Zollinger-Ellison Syndrome,1
2021,Piriform Cortex,1
2021,HSP27 Heat-Shock Proteins,1
2021,No-Observed-Adverse-Effect Level,1
2021,Organic Cation Transporter 2,1
2021,Valganciclovir,1
2021,Phosphoglycerate Mutase,1
2021,Periprosthetic Fractures,1
2021,Arachnodactyly,1
2021,Gammainfluenzavirus,1
2021,"Echinococcosis, Pulmonary",1
2021,Animal Care Committees,1
2021,Shy-Drager Syndrome,1
2021,Paromomycin,1
2021,"Positive-Pressure Respiration, Intrinsic",1
2021,Aurora Kinase A,1
2021,Angelman Syndrome,1
2021,Angiostrongylus cantonensis,1
2021,Frontal Bone,1
2021,Ricinus,1
2021,"Granulomatosis, Orofacial",1
2021,Northwest Territories,1
2021,Intramolecular Lyases,1
2021,Flaviviridae Infections,1
2021,Tannerella forsythia,1
2021,Bromovirus,1
2021,Torsemide,1
2021,Streptomyces aureofaciens,1
2021,Monocyte Chemoattractant Proteins,1
2021,Methoxyflurane,1
2021,Collateral Circulation,1
2021,"Neoplasms, Hormone-Dependent",1
2021,"Labor Stage, First",1
2021,Embryo Loss,1
2021,"Disorder of Sex Development, 46,XY",1
2021,Feathers,1
2021,Phosphoserine,1
2021,Postmodernism,1
2021,Neuromuscular Depolarizing Agents,1
2021,Griseofulvin,1
2021,Cyclospora,1
2021,Tuftsin,1
2021,Cowpox,1
2021,Cognitive Science,1
2021,Doxepin,1
2021,"Mesenteric Artery, Inferior",1
2021,"Toxoplasmosis, Cerebral",1
2021,Intermediate Filament Proteins,1
2021,Follistatin-Related Proteins,1
2021,Amylose,1
2021,Micrognathism,1
2021,Multivesicular Bodies,1
2021,"Glucose Transport Proteins, Facilitative",1
2021,Cyclohexanes,1
2021,Orbit Evisceration,1
2021,Agastache,1
2021,Carnivory,1
2021,Semaphorins,1
2021,Palate,1
2021,Complement C2,1
2021,Complement C9,1
2021,Pseudomonas stutzeri,1
2021,11-beta-Hydroxysteroid Dehydrogenase Type 1,1
2021,Personal Health Services,1
2021,"Mesothelioma, Cystic",1
2021,Clemastine,1
2021,"Antigens, Nuclear",1
2021,Zinc Finger Nucleases,1
2021,MAP Kinase Kinase 6,1
2021,ras GTPase-Activating Proteins,1
2021,Frankincense,1
2021,Medical Chaperones,1
2021,Phoeniceae,1
2021,Vitelliform Macular Dystrophy,1
2021,Cyanides,1
2021,"Glycogen Phosphorylase, Liver Form",1
2021,Head Movements,1
2021,Jaw Abnormalities,1
2021,Mathematical Computing,1
2021,Polysaccharide-Lyases,1
2021,Memory Consolidation,1
2021,"Receptors, Lipoprotein",1
2021,Sodium-Glucose Transporter 1,1
2021,Gastroenterostomy,1
2021,Luteolysis,1
2021,Peperomia,1
2021,Fasciculation,1
2021,Nuclear Receptor Coactivator 3,1
2021,Wiskott-Aldrich Syndrome Protein,1
2021,Phosphoric Triester Hydrolases,1
2021,Hydroxocobalamin,1
2021,Muscle Denervation,1
2021,Clostridiaceae,1
2021,Self-Directed Learning as Topic,1
2021,CSK Tyrosine-Protein Kinase,1
2021,Restriction Mapping,1
2021,Osteoma,1
2021,"Legislation, Pharmacy",1
2021,Thiouracil,1
2021,Cnidium,1
2021,Prunus,1
2021,Caulerpa,1
2021,Parenteral Nutrition Solutions,1
2021,Cuminum,1
2021,"Whales, Pilot",1
2021,Malignant Carcinoid Syndrome,1
2021,"Orthodontics, Corrective",1
2021,"Mastocytosis, Cutaneous",1
2021,Brassinosteroids,1
2021,Cordyceps,1
2021,Ibogaine,1
2021,Actinobacillus Infections,1
2021,Taxaceae,1
2021,Cinchona,1
2021,Compulsive Exercise,1
2021,Protein Footprinting,1
2021,Chenopodiaceae,1
2021,CD55 Antigens,1
2021,Regulatory Factor X1,1
2021,Icodextrin,1
2021,Cytochrome P-450 CYP11B2,1
2021,Hypoxanthine Phosphoribosyltransferase,1
2021,"Kidney Diseases, Cystic",1
2021,Vilazodone Hydrochloride,1
2021,"Parietal Cells, Gastric",1
2021,Bacillus coagulans,1
2021,Noma,1
2021,Authoritarianism,1
2021,Cilazapril,1
2021,Pterocarpans,1
2021,Betaxolol,1
2021,Aldehyde Oxidoreductases,1
2021,Costus,1
2021,Ventricular Septum,1
2021,Poly T,1
2021,"Inositol 1,4,5-Trisphosphate Receptors",1
2021,Craniofacial Dysostosis,1
2021,Pan American Health Organization,1
2021,CD11 Antigens,1
2021,snRNP Core Proteins,1
2021,Microsporidiosis,1
2021,Skull Base Neoplasms,1
2021,Epithelial Sodium Channel Blockers,1
2021,Subtractive Hybridization Techniques,1
2021,Urogenital Diseases,1
2021,Strychnine,1
2021,Nordic Walking,1
2021,Rifaximin,1
2021,Geminin,1
2021,Opuntia,1
2021,"Receptors, Histamine H3",1
2021,beta-Transducin Repeat-Containing Proteins,1
2021,Inorganic Pyrophosphatase,1
2021,Saint Lucia,1
2021,Ketotifen,1
2021,Arcobacter,1
2021,Pemphigoid Gestationis,1
2021,Cecal Diseases,1
2021,"Carcinoma, Acinar Cell",1
2021,Pancreatic Juice,1
2021,"Hyperostosis, Cortical, Congenital",1
2021,Meibomian Gland Dysfunction,1
2021,Glycyrrhiza uralensis,1
2021,Mesna,1
2021,Tay-Sachs Disease,1
2021,Pentosyltransferases,1
2021,Ear Protective Devices,1
2021,Dopamine beta-Hydroxylase,1
2021,Thyroid Nuclear Factor 1,1
2021,"Risk Sharing, Financial",1
2021,Passiflora,1
2021,Dimethylallyltranstransferase,1
2021,"Muscular Dystrophy, Emery-Dreifuss",1
2021,Motor Endplate,1
2021,Dynorphins,1
2021,TNF Receptor-Associated Factor 2,1
2021,"Embolism, Amniotic Fluid",1
2021,Abiraterone Acetate,1
2021,Sialyl Lewis X Antigen,1
2021,Exhumation,1
2021,Duane Retraction Syndrome,1
2021,Bronchial Spasm,1
2021,LDL-Receptor Related Protein-Associated Protein,1
2021,"Aptamers, Peptide",1
2021,Interleukin-5 Receptor alpha Subunit,1
2021,Clenbuterol,1
2021,"Brain Injury, Chronic",1
2021,"Myoblasts, Skeletal",1
2021,Neuroscience Nursing,1
2021,Emulsifying Agents,1
2021,Apoptotic Protease-Activating Factor 1,1
2021,Lamins,1
2021,Anaplasmataceae Infections,1
2021,Pyridoxal Phosphate,1
2021,Vasovasostomy,1
2021,Vagotomy,1
2021,Architecture,1
2021,Nematospiroides dubius,1
2021,Myxococcales,1
2021,Preimplantation Diagnosis,1
2021,Lipid Peroxides,1
2021,Equine Infectious Anemia,1
2021,Tanning,1
2021,B-Cell CLL-Lymphoma 10 Protein,1
2021,Pectobacterium carotovorum,1
2021,"Dendritic Cells, Follicular",1
2021,Steroid 21-Hydroxylase,1
2021,Epilepsia Partialis Continua,1
2021,Basal Ganglia Cerebrovascular Disease,1
2021,rho Guanine Nucleotide Dissociation Inhibitor beta,1
2021,Cdc20 Proteins,1
2021,Early Growth Response Protein 2,1
2021,Examination Tables,1
2021,Quinapril,1
2021,Flap Endonucleases,1
2021,Hallux Rigidus,1
2021,Opium Dependence,1
2021,Cephalosporinase,1
2021,Maxillary Diseases,1
2021,Boraginaceae,1
2021,Phascolarctidae,1
2021,Crystal Arthropathies,1
2021,Cataplexy,1
2021,Spheroplasts,1
2021,"Receptors, Transforming Growth Factor beta",1
2021,"Myelinolysis, Central Pontine",1
2021,Hydroxyzine,1
2021,Encyclopedias as Topic,1
2021,"Hypertension, Malignant",1
2021,Fluorobenzenes,1
2021,Sulfaguanidine,1
2021,"Carotid Artery, Internal, Dissection",1
2021,Actinomadura,1
2021,Farnesyltranstransferase,1
2021,Attentional Blink,1
2021,Hemorheology,1
2021,Purinergic P1 Receptor Antagonists,1
2021,Imines,1
2021,TNF Receptor-Associated Factor 1,1
2021,Pyruvate Carboxylase,1
2021,Densovirus,1
2021,Penicillin G Benzathine,1
2021,Provitamins,1
2021,Hoof and Claw,1
2021,Nursing Records,1
2021,Focal Adhesion Kinase 2,1
2021,Placental Circulation,1
2021,Minor Surgical Procedures,1
2021,"Tuberculosis, Avian",1
2021,Underachievement,1
2021,Pulsatilla,1
2021,T-Cell Intracellular Antigen-1,1
2021,Benzocycloheptenes,1
2021,Caveolins,1
2021,Sodium Citrate,1
2021,"Food Dispensers, Automatic",1
2021,"Diarrhea, Infantile",1
2021,"Diabetes Insipidus, Nephrogenic",1
2021,Virophages,1
2021,Maps as Topic,1
2021,Ocular Hypotension,1
2021,"Chromosomes, Human, Pair 6",1
2021,Loa,1
2021,Apolipoprotein C-III,1
2021,Gastrointestinal Hormones,1
2021,Transforming Growth Factors,1
2021,Angiotensin III,1
2021,Duodenal Neoplasms,1
2021,Odontometry,1
2021,Nepeta,1
2021,Papio papio,1
2021,Korea,1
2021,Laryngeal Muscles,1
2021,Octopamine,1
2021,Undecylenic Acids,1
2021,Rhinomanometry,1
2021,"Protein Modification, Translational",1
2021,Granulosa Cell Tumor,1
2021,National Human Genome Research Institute (U.S.),1
2021,Lacticaseibacillus,1
2021,Cordocentesis,1
2021,Varicocele,1
2021,Retinal Drusen,1
2021,Vestibular Evoked Myogenic Potentials,1
2021,Cystadenocarcinoma,1
2021,Semicircular Canals,1
2021,Ectromelia virus,1
2021,Factor VII Deficiency,1
2021,Magic,1
2021,Computer Heuristics,1
2021,Meat Proteins,1
2021,Pentamidine,1
2021,Helper Viruses,1
2021,Gitelman Syndrome,1
2021,Immediate Dental Implant Loading,1
2021,"Optic Atrophy, Autosomal Dominant",1
2021,Iris Plant,1
2021,"Histiocytoma, Malignant Fibrous",1
2021,Subtraction Technique,1
2021,Hyoscyamus,1
2021,Excitation Contraction Coupling,1
2021,Ovomucin,1
2021,American Hospital Association,1
2021,Indoleacetic Acids,1
2021,Sex Chromosome Aberrations,1
2021,"Carcinoma, Medullary",1
2021,Potyvirus,1
2021,Type V Secretion Systems,1
2021,"Anemia, Macrocytic",1
2021,Glycophorins,1
